ConceptA,ConceptB,Complexity,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,Chap_Conce,Dad_Score,Prereq
Computer network,Retransmission (data networks),126,-16.040552200172563,-42.51279838941616,0.0,-73.0,0.054653679653679656,2721978.2,1
Computer network,fast retransmit,174,0.10564663023679417,5.112932604735883,0.0,0.0,0.21298701298701292,2928000.0,1
Computer network,Time-division multiplexing,182,79.32786885245902,239.89071038251367,0.0,0.0,1.0129870129870129,2902995.0,1
Computer network,Internet protocol suite,142,-15.818472610955618,-46.79221644675463,0.0,-32.333333333333336,0.05298701298701298,2341982.1,1
Computer network,Application layer,99,18.327868852459016,64.95023419203747,0.0,-55.0,0.03472614342179558,2500018.0,1
Computer network,Email,153,-22.40546448087432,-71.70928961748633,0.0,-66.0,0.06854256854256854,2559977.8,0
Computer network,Dynamic Host Configuration Protocol,182,-26.672131147540984,-77.10928961748634,0.0,0.0,1.0129870129870129,2918004.0,1
Computer network,Data center,114,-43.26633404609171,-145.15276787835592,0.0,-20.0,0.0718105423987777,2689021.4,0
Computer network,Error detection and correction,179,-45.92213114754098,-169.35928961748633,0.0,0.0,0.262987012987013,2928000.0,0
Computer network,Network service,175,-33.17213114754098,-108.48428961748634,0.0,0.0,0.15584415584415584,2783012.0,1
Computer network,Spyware,182,70.32786885245902,211.89071038251367,0.0,0.0,1.0129870129870129,2827977.0,0
Computer network,IPv4,96,-50.26983229696627,-156.592048238176,0.0,0.0,0.056465273856578214,2766013.1,1
Computer network,Client-server model,-877,-4.112697185276833,-1.6206103722033198,0.0,-17.11111111111111,0.02175894281157439,1398097.0000000002,1
Computer network,OSI model,181,70.32786885245902,215.39071038251367,0.0,0.0,1.0129870129870129,2842036.9,1
Computer network,Encapsulation (networking),165,-57.44990892531876,-182.44262295081967,0.0,0.0,0.137987012987013,2813015.0,1
Computer network,Subnetwork,182,-70.67213114754098,-235.10928961748633,0.0,0.0,1.0129870129870129,2928000.0,1
Computer network,packet forwarding,180,18.661202185792348,49.89071038251366,0.0,75.0,0.3463203463203463,2887004.5,1
Computer network,Peer-to-peer file sharing,165,16.772313296903462,58.89071038251366,0.0,0.0,0.1240981240981241,2621958.8,1
Computer network,Communications protocol,182,8.327868852459016,36.89071038251366,0.0,0.0,1.0129870129870129,2928000.0,1
Computer network,Internet access,137,-2.8460441910192444,-16.674507008790687,0.0,-125.0,0.056465273856578214,2394973.9,1
Computer network,File transfer,182,44.32786885245902,150.89071038251367,0.0,0.0,1.0129870129870129,2928000.0,1
Computer network,Cellular network,170,-87.5952080706179,-284.3400588482556,0.0,0.0,0.17965367965367965,2928000.0,1
Router (computing),Multicast,942,-25.364978902953588,-85.7246835443038,0.0,13.0,0.3411458333333333,14799031.2,0
Routing,Router (computing),-944,-7.218354430379747,-17.025316455696203,0.0,-54.0,0.3411458333333333,999.2,1
Router (computing),Network congestion,936,0.05168776371308017,5.525316455696203,0.0,20.0,0.15066964285714285,14707984.5,0
Router (computing),Internet protocol,907,18.82201296696511,66.59238962642792,0.0,119.0,0.0478125,13140068.2,0
Router (computing),Internet protocol suite,907,18.82201296696511,66.59238962642792,0.0,119.0,0.0478125,13140068.2,0
Router (computing),IPv6 packet,868,-3.481645569620253,-10.174683544303797,0.0,6.454545454545454,0.0703125,12708868.0,0
Router (computing),IP fragmentation,945,9.968354430379748,44.94198312236287,0.0,0.0,0.5078125,14735132.6,0
Router (computing),DSL modem,944,118.46835443037975,367.5253164556962,0.0,0.0,0.5078125,15127016.7,0
Router (computing),Routing protocol,947,-3.0316455696202533,-18.724683544303797,0.0,0.0,1.0078125,14815899.6,1
Router (computing),Active queue management,947,13.968354430379748,52.2753164556962,0.0,0.0,1.0078125,15138000.0,0
Router (computing),MAC address,850,-32.31735985533454,-110.10223456471196,0.0,-7.4,0.07447916666666668,13355044.700000005,0
Router (computing),Virtual LAN,947,-34.03164556962025,-119.7246835443038,0.0,0.0,1.0078125,15101994.9,0
Router (computing),Local area network,926,-12.66800920598389,-49.7246835443038,0.0,-258.0,0.1328125,14096878.9,0
Bottleneck (network),Network congestion,12,-47.791666666666664,-149.29166666666666,0.0,0.0,0.2261904761904762,374003.0,1
Network congestion,Slow-start,4,30.666666666666668,96.625,0.0,0.0,0.4761904761904762,182002.0,1
Network congestion,Network delay,1,-27.083333333333332,-80.43181818181819,0.0,0.0,0.2857142857142857,192000.0,1
Network congestion,Retransmission (data networks),-45,18.54824561403509,65.34649122807018,0.0,40.0,0.1845238095238096,151006.0,0
Network congestion,Flow control (data),-7,38.021929824561404,121.01315789473684,0.0,0.0,0.23376623376623376,162003.0,1
Network congestion,Transmission Control Protocol,11,122.91666666666667,370.75,0.0,0.0,1.1428571428571428,192000.0,1
Network congestion,Load balancing (computing),10,-86.58333333333333,-263.25,0.0,0.0,0.6428571428571429,192000.0,1
Network congestion,Network service,4,1.4166666666666667,-0.625,0.0,0.0,0.2857142857142857,192000.0,0
Network congestion,Local area network,-10,-12.719696969696969,-55.25,0.0,0.0,0.26785714285714285,192000.0,0
Internet protocol,Transmission Control Protocol,40,104.14634146341463,309.6829268292683,0.0,44.0,1.04,640004.4,0
Internet protocol,Domain name,38,8.479674796747968,29.349593495934958,0.0,0.0,0.37333333333333335,625997.0,0
Internet protocol,Multicast,35,-44.1869918699187,-152.3170731707317,0.0,0.0,0.37333333333333335,656000.0,0
Internet protocol,Virtual circuit,24,-6.03012912482066,-29.670014347202297,0.0,0.0,0.18285714285714288,641002.0,0
Internet protocol,Automatic repeat request,40,29.146341463414632,107.6829268292683,0.0,0.0,1.04,656000.0,0
Internet protocol,Network congestion,29,-18.770325203252032,-61.06707317073171,0.0,0.0,0.18285714285714288,640997.0,0
Internet protocol,Open Shortest Path First,40,-17.853658536585368,-69.3170731707317,0.0,0.0,1.04,656000.0,0
Internet protocol,Network layer,-172,-6.088400320622925,-26.988434673079126,0.0,0.0,0.05587301587301586,322075.4,0
Internet protocol,User Datagram Protocol,40,37.146341463414636,125.6829268292683,0.0,0.0,1.04,656000.0,1
Internet protocol,Asynchronous Transfer Mode,40,17.146341463414632,55.68292682926829,0.0,0.0,1.04,656000.0,0
Internet protocol,Best-effort delivery,38,-13.1869918699187,-44.31707317073171,0.0,0.0,0.37333333333333335,640999.0,0
Internet protocol,Network service,33,-17.353658536585368,-61.69207317073171,0.0,0.0,0.18285714285714288,626003.5,0
Internet protocol,Virtual LAN,40,-52.853658536585364,-186.3170731707317,0.0,0.0,1.04,656000.0,0
Internet protocol,Local area network,19,-31.490022172949,-116.3170731707317,0.0,0.0,0.165,596013.5,0
Internet protocol,4G,28,-35.23827392120075,-120.93245778611632,0.0,0.0,0.1511111111111111,615994.5,0
Internet protocol suite,Session layer,37,80.14634146341463,247.4329268292683,0.0,0.0,0.54,630997.5,0
Domain Name System,Internet protocol suite,-38,-8.479674796747968,-29.349593495934958,0.0,0.0,0.37333333333333335,38001.0,1
Internet protocol suite,Application layer,-43,34.146341463414636,111.7424506387921,0.0,-65.0,0.061739130434782616,472981.3,0
Internet protocol suite,Internet protocol,-844,5.77797988149373,15.839988976160948,0.0,6.317073170731708,0.04606060606060607,25.9,0
IP address,Internet protocol suite,308,25.33216856523866,75.8013138584108,0.0,213.0,0.05408450704225352,4571981.199999998,1
Internet protocol suite,Internet Protocol,-844,5.77797988149373,15.839988976160948,0.0,6.317073170731708,0.04606060606060607,25.9,1
Internet protocol suite,Port (computer networking),-1117,-11.699945237794347,-34.892202704410465,0.0,-66.0,0.044854368932038834,66040.9,0
Internet protocol suite,File Transfer Protocol,40,60.146341463414636,197.6829268292683,0.0,0.0,1.04,645999.0,0
Internet protocol suite,Transmission Control Protocol,40,104.14634146341463,309.6829268292683,0.0,44.0,1.04,640004.4,1
Internet protocol suite,User Datagram Protocol,40,37.146341463414636,125.6829268292683,0.0,0.0,1.04,656000.0,0
Internet protocol suite,Link layer,-71,-30.64830139372822,-114.3170731707317,0.0,0.0,0.06325581395348838,415032.1,1
Internet protocol suite,Internet Control Message Protocol,39,-8.853658536585366,-27.817073170731707,0.0,0.0,0.54,549991.9,1
Internet protocol suite,Protocol stack,1,4.946341463414634,7.282926829268293,0.0,7.777777777777778,0.07703703703703704,466996.0,0
Internet protocol suite,Data link layer,-71,-30.64830139372822,-114.3170731707317,0.0,0.0,0.06325581395348838,415032.1,0
Internet protocol suite,MAC address,-57,-51.13937282229965,-176.69462419113987,0.0,0.0,0.10666666666666667,646001.0,0
Internet protocol suite,Hypertext Transfer Protocol,40,68.14634146341463,216.6829268292683,0.0,0.0,1.04,656000.0,1
Internet protocol suite,Open Shortest Path First,40,-17.853658536585368,-69.3170731707317,0.0,0.0,1.04,656000.0,0
Internet protocol suite,Carrier sense multiple access with collision detection,36,-45.05365853658537,-154.3170731707317,0.0,0.0,0.29,656000.0,0
Internet protocol suite,Classless Inter-Domain Routing,-347,-25.32273070153382,-91.13150616042243,0.0,0.0,0.055625,367008.1,0
IP address,Router (computing),-599,6.510155598273548,9.20892423198288,0.0,19.910714285714285,0.02189700704225352,1808253.7,0
IP address,Internet protocol suite,308,25.33216856523866,75.8013138584108,0.0,213.0,0.05408450704225352,4571981.199999998,1
Internet Protocol,IP address,-308,-25.33216856523866,-75.8013138584108,0.0,-213.0,0.05408450704225352,376980.6000000001,1
IP address,Transmission Control Protocol,348,129.4785100286533,385.48424068767906,0.0,0.0,1.0140845070422535,5584000.0,1
IP address,User Datagram Protocol,348,62.4785100286533,201.4842406876791,0.0,0.0,1.0140845070422535,5584000.0,0
IP address,Load balancing (computing),347,-80.02148997134671,-248.5157593123209,0.0,0.0,0.5140845070422535,5569000.5,1
IP address,MAC address,251,-25.80720425706099,-100.89331033272909,0.0,-3.5555555555555554,0.08075117370892017,4772993.6000000015,0
IP address,Open Shortest Path First,348,7.478510028653295,6.484240687679083,0.0,0.0,1.0140845070422535,5584000.0,0
IP address,Overlay network,339,29.678510028653296,98.48424068767908,0.0,0.0,0.1807511737089202,5378981.0,0
IP address,Multicast,343,-18.85482330468004,-76.51575931232092,0.0,0.0,0.3474178403755869,5523018.4,0
Internet,IP address,-346,-5.478510028653295,0.18242597898758356,0.0,0.0,0.5140845070422535,23006.5,1
IP address,IP multicast,343,-18.85482330468004,-76.51575931232092,0.0,0.0,0.3474178403755869,5523018.4,1
IP address,Network layer,136,19.243768244615737,48.81287918533167,0.0,-6.25,0.029957522915269395,3685952.1,0
IP address,4G,336,-9.90610535596209,-45.13114392770553,0.0,0.0,0.12519561815336466,5543980.0,0
IP address,Digital subscriber line,348,123.47851002865329,370.48424068767906,0.0,0.0,1.0140845070422535,5584000.0,0
IP address,Port (computer networking),-809,13.632223327444315,40.90911115400033,0.0,11.764705882352942,0.01893887597429236,870132.7,0
IP address,Root name server,346,17.81184336198663,68.48424068767908,0.0,65.0,0.3474178403755869,5200994.300000002,0
IP address,Domain name,346,33.811843361986625,105.15090735434575,0.0,0.0,0.3474178403755869,5304042.5,0
IP address,Dynamic Host Configuration Protocol,348,14.478510028653295,45.48424068767908,0.0,0.0,1.0140845070422535,5074195.0,1
IP address,Hypertext Transfer Protocol,348,93.47851002865329,292.48424068767906,0.0,0.0,1.0140845070422535,5574002.0,0
IP address,Classless Inter-Domain Routing,-39,0.009437863704841521,-15.330192302011639,0.0,-61.5,0.02970950704225352,3751999.2,1
IP address,IPv4,262,-9.119191120771992,-33.998517933010575,0.0,14.666666666666666,0.05756276791181874,4328982.800000002,0
IP address,IPv6,269,3.028510028653295,-0.9657593123209169,0.0,14.666666666666666,0.07658450704225353,4579981.5,0
IP address,Network address translation,346,20.478510028653297,55.48424068767908,0.0,169.0,0.5140845070422535,5058987.6,1
IP address,Subnetwork,348,-29.521489971346703,-112.51575931232092,0.0,0.0,1.0140845070422535,5584000.0,0
IP address,DSL modem,345,124.97851002865329,376.73424068767906,0.0,0.0,0.5140845070422535,5584000.0,1
Client (computing),Web page,610,4.14048590504451,3.1296828635014835,0.0,-22.833333333333332,0.04344512195121951,8429887.0,0
Client (computing),Client-server model,-386,15.856169867308662,50.1652371087845,0.0,-6.62358276643991,0.02096705177578092,330744.0000000002,1
Client (computing),User agent,634,60.92173590504451,196.2765578635015,0.0,37.25,0.13719512195121952,10071044.8,0
Client (computing),Internet protocol suite,633,4.150394441629876,4.993631034233191,0.0,152.0,0.05219512195121951,10304026.3,0
Client (computing),Simple Mail Transfer Protocol,672,68.29673590504451,211.17655786350147,0.0,0.0,0.5121951219512195,10753997.0,0
Client (computing),User Datagram Protocol,673,41.29673590504451,130.67655786350147,0.0,0.0,1.0121951219512195,10784000.0,0
Client (computing),Web application,668,76.63006923837784,230.00989119683481,0.0,3.3333333333333335,0.2621951219512195,10466006.5,0
Client (computing),Network service,666,-13.20326409495549,-56.698442136498514,0.0,0.0,0.15505226480836234,10728994.0,0
Client (computing),File transfer,673,64.29673590504451,202.67655786350147,0.0,0.0,1.0121951219512195,10674023.5,0
Transport layer,Slow-start,1150,23.59628670120898,70.45012953367876,0.0,-69.0,0.3381877022653721,18077905.6,0
Transport layer,Virtual circuit,1141,5.669816112973687,5.222188357208168,0.0,23.666666666666668,0.14771151178918168,17764182.199999996,0
Transport layer,Network congestion,1146,-7.070379965457685,-26.174870466321245,0.0,48.0,0.14771151178918168,17681891.200000007,0
Transport layer,Internet protocol,1117,11.699945237794347,34.892202704410465,0.0,66.0,0.044854368932038834,16159065.0,0
Transport layer,Internet protocol suite,1117,11.699945237794347,34.892202704410465,0.0,66.0,0.044854368932038834,16159065.0,0
Transport layer,Internet Protocol,1117,11.699945237794347,34.892202704410465,0.0,66.0,0.044854368932038834,16159065.0,0
OSI model,Transport layer,-1156,-97.84628670120898,-297.07512953367876,0.0,0.0,1.0048543689320388,6997.5,1
Transport layer,Transmission Control Protocol,1157,115.84628670120898,344.57512953367876,0.0,89.0,1.0048543689320388,18442014.9,1
Transport layer,User Datagram Protocol,1157,48.84628670120898,160.57512953367876,0.0,0.0,1.0048543689320388,18292987.5,0
Transport layer,Protocol stack,1118,16.646286701208982,42.175129533678756,0.0,-12.88888888888889,0.04189140596907588,16224630.7,0
Transport layer,Multicast,1152,-32.487046632124354,-117.42487046632124,0.0,0.0,0.3381877022653721,18343021.5,0
Transport layer,Automatic repeat request,1157,40.84628670120898,142.57512953367876,0.0,0.0,1.0048543689320388,18492993.0,0
Flow control (data),Transport layer,-1139,-30.951549859103718,-94.8382874284156,0.0,0.0,0.09576345984112974,25964.9,1
Transport layer,IPv6 packet,1078,-10.60371329879102,-41.87487046632124,0.0,-9.8,0.06735436893203882,16721844.899999995,0
Transport layer,Best-effort delivery,1155,-1.4870466321243523,-9.424870466321243,0.0,0.0,0.3381877022653721,18338049.0,0
Transport layer,Data link layer,1046,-18.948356155933876,-79.42487046632124,0.0,-3.782608695652174,0.028110182885527208,15177955.700000005,0
Transport layer,Asynchronous Transfer Mode,1157,28.84628670120898,90.57512953367876,0.0,0.0,1.0048543689320388,18287995.5,0
Transport layer,Session layer,1154,91.84628670120898,282.32512953367876,0.0,20.0,0.5048543689320388,18379003.2,0
Transport layer,Application layer,1074,45.84628670120898,146.63465334320256,0.0,27.476190476190474,0.026593499366821444,14908844.7,0
Transport layer,Port (computer networking),975,27.518417848749966,81.6844191511651,0.0,29.45,0.017841381919051817,13690269.499999998,0
Transport layer,Network service,1150,-5.653713298791019,-26.799870466321245,0.0,-3.3333333333333335,0.14771151178918168,17998925.0,0
Internet Protocol,Best-effort delivery,38,-13.1869918699187,-44.31707317073171,0.0,0.0,0.37333333333333335,640999.0,0
Internet Protocol,Router (computing),-907,-18.82201296696511,-66.59238962642792,0.0,-119.0,0.0478125,182983.2,0
Internet Protocol,Virtual circuit,24,-6.03012912482066,-29.670014347202297,0.0,0.0,0.18285714285714288,641002.0,0
Internet Protocol,Network congestion,29,-18.770325203252032,-61.06707317073171,0.0,0.0,0.18285714285714288,640997.0,0
Internet protocol suite,Internet Protocol,-844,5.77797988149373,15.839988976160948,0.0,6.317073170731708,0.04606060606060607,25.9,1
Internet Protocol,IP address,-308,-25.33216856523866,-75.8013138584108,0.0,-213.0,0.05408450704225352,376980.6000000001,1
Internet Protocol,OSI model,39,86.14634146341463,262.1829268292683,0.0,47.5,1.04,624009.5,0
Internet Protocol,Transmission Control Protocol,40,104.14634146341463,309.6829268292683,0.0,44.0,1.04,640004.4,0
Internet Protocol,User Datagram Protocol,40,37.146341463414636,125.6829268292683,0.0,0.0,1.04,656000.0,0
Internet Protocol,Link layer,-71,-30.64830139372822,-114.3170731707317,0.0,0.0,0.06325581395348838,415032.1,0
Internet Protocol,Internet Control Message Protocol,39,-8.853658536585366,-27.817073170731707,0.0,0.0,0.54,549991.9,1
Protocol stack,Internet Protocol,-1,-4.946341463414634,-7.282926829268293,0.0,-7.777777777777778,0.07703703703703704,406017.50000000006,1
Internet Protocol,MAC address,-57,-51.13937282229965,-176.69462419113987,0.0,0.0,0.10666666666666667,646001.0,0
Internet Protocol,Open Shortest Path First,40,-17.853658536585368,-69.3170731707317,0.0,0.0,1.04,656000.0,0
Internet Protocol,Virtual LAN,40,-52.853658536585364,-186.3170731707317,0.0,0.0,1.04,656000.0,0
Internet Protocol,Multicast,35,-44.1869918699187,-152.3170731707317,0.0,0.0,0.37333333333333335,656000.0,0
Internet Protocol,LTE (telecommunication),-96,-68.21132277016201,-204.47765711233754,0.0,0.0,0.055625,486001.5,1
Internet,Internet Protocol,-38,19.853658536585368,75.98373983739837,0.0,0.0,0.54,12990.5,1
Internet Protocol,IP multicast,35,-44.1869918699187,-152.3170731707317,0.0,0.0,0.37333333333333335,656000.0,1
Network layer,Internet Protocol,172,6.088400320622925,26.988434673079126,0.0,0.0,0.05587301587301586,2689012.6,1
Internet Protocol,Application layer,-43,34.146341463414636,111.7424506387921,0.0,-65.0,0.061739130434782616,472981.3,0
Internet Protocol,Domain name,38,8.479674796747968,29.349593495934958,0.0,0.0,0.37333333333333335,625997.0,0
Internet Protocol,Wi-Fi,40,94.14634146341463,282.6829268292683,0.0,0.0,1.04,656000.0,0
Internet Protocol,Network service,33,-17.353658536585368,-61.69207317073171,0.0,0.0,0.18285714285714288,626003.5,0
Internet Protocol,Classless Inter-Domain Routing,-347,-25.32273070153382,-91.13150616042243,0.0,0.0,0.055625,367008.1,0
Internet Protocol,IPv4,-46,-34.451359686010655,-109.79983179142137,0.0,-118.0,0.08347826086956522,419935.0,1
Internet Protocol,IPv6,-39,-22.303658536585367,-76.7670731707317,0.0,-108.5,0.1025,429979.9,1
Internet Protocol,Network address translation,38,-4.853658536585366,-20.317073170731707,0.0,0.0,0.54,556007.5,1
Internet Protocol,IP address spoofing,-308,-25.33216856523866,-75.8013138584108,0.0,-213.0,0.05408450704225352,376980.6000000001,1
Communications protocol,Internet Protocol,-40,-24.146341463414632,-83.6829268292683,0.0,0.0,1.04,1002.5,1
OSI model,Virtual circuit,-15,-92.17647058823529,-291.8529411764706,0.0,0.0,1.1428571428571428,32000.0,0
OSI model,Internet protocol,-39,-86.14634146341463,-262.1829268292683,0.0,-47.5,1.04,-9.5,0
OSI model,Internet protocol suite,-39,-86.14634146341463,-262.1829268292683,0.0,-47.5,1.04,-9.5,0
OSI model,Routing Information Protocol,-386,-111.46907216494846,-353.3144329896907,0.0,0.0,1.015625,6007.7,0
OSI model,Transport layer,-1156,-97.84628670120898,-297.07512953367876,0.0,0.0,1.0048543689320388,6997.5,1
OSI model,Transmission Control Protocol,1,18.0,47.5,0.0,0.0,2.0,32000.0,0
OSI model,User Datagram Protocol,1,-49.0,-136.5,0.0,0.0,2.0,32000.0,0
OSI model,Link layer,-110,-116.79464285714286,-376.5,0.0,0.0,1.0232558139534884,2000.5,1
OSI model,Protocol stack,-38,-81.2,-254.9,0.0,-40.0,1.037037037037037,989.5,0
OSI model,MAC address,-96,-137.28571428571428,-438.8775510204082,0.0,0.0,1.0666666666666669,32000.0,0
OSI model,Open Shortest Path First,1,-104.0,-331.5,0.0,0.0,2.0,32000.0,0
OSI model,Virtual LAN,1,-139.0,-448.5,0.0,0.0,2.0,32000.0,0
OSI model,Automatic repeat request,1,-57.0,-154.5,0.0,0.0,2.0,32000.0,0
OSI model,Network layer,-211,-92.23474178403755,-289.1713615023474,0.0,0.0,1.0158730158730158,2001.5,1
OSI model,Data link layer,-110,-116.79464285714286,-376.5,0.0,0.0,1.0232558139534884,2000.5,0
OSI model,Asynchronous Transfer Mode,1,-69.0,-206.5,0.0,0.0,2.0,32000.0,0
OSI model,Presentation layer,-5,-141.71428571428572,-417.92857142857144,0.0,0.0,1.5,6997.5,1
OSI model,Channel (communications),-239,-116.02904564315352,-364.7157676348548,0.0,0.0,1.0208333333333333,32000.0,0
OSI model,Session layer,-2,-6.0,-14.75,0.0,0.0,1.5,6997.5,0
OSI model,IEEE 802.11,-21,-160.8695652173913,-501.6304347826087,0.0,0.0,1.0769230769230769,32000.0,0
OSI model,Application layer,-82,-52.0,-150.4404761904762,0.0,0.0,1.0217391304347827,6997.5,1
OSI model,Security service (telecommunication),-19,-156.0,-475.1666666666667,0.0,0.0,1.125,32000.0,1
OSI model,Encapsulation (networking),-16,-127.77777777777777,-397.8333333333333,0.0,0.0,1.125,6992.5,0
OSI model,IP fragmentation,-1,-95.0,-283.8333333333333,0.0,0.0,1.5,32000.0,0
OSI model,File Transfer Protocol,1,-26.0,-64.5,0.0,0.0,2.0,32000.0,0
Routing protocol,Transmission Control Protocol,0,126.0,395.0,0.0,0.0,2.0,16000.0,0
Computer network,Routing protocol,182,-37.67213114754098,-132.10928961748633,0.0,0.0,1.0129870129870129,2928000.0,1
Router (computing),Routing protocol,947,-3.0316455696202533,-18.724683544303797,0.0,0.0,1.0078125,14815899.6,1
Routing protocol,Flooding (computer networking),-22,14.956521739130435,52.56521739130435,0.0,0.0,1.0909090909090908,5999.0,0
Routing protocol,IPv6,-79,-0.45,8.55,0.0,0.0,1.0625,16000.0,0
Routing protocol,Internet protocol,-40,21.853658536585368,85.3170731707317,0.0,0.0,1.04,16000.0,0
Routing protocol,Distance-vector routing protocol,-387,-3.4690721649484537,-5.814432989690721,0.0,-11.0,1.015625,-1.1,1
Routing protocol,Routing Information Protocol,-387,-3.4690721649484537,-5.814432989690721,0.0,-11.0,1.015625,-1.1,1
Routing protocol,Link-state routing protocol,-387,-3.4690721649484537,-5.814432989690721,0.0,-11.0,1.015625,-1.1,1
Routing protocol,Internet Protocol,-40,21.853658536585368,85.3170731707317,0.0,0.0,1.04,16000.0,0
Routing protocol,Network layer,-212,15.765258215962442,58.328638497652584,0.0,0.0,1.0158730158730158,998.5,0
